Employee_ID,Job_Satisfaction,Work_Life_Balance,Management_Support,Career_Development,Engagement_Level,Feedback_Comments
E10350,3.3,3.4,3.3,4.0,3.5,Some processes feel outdated but the team is good.
E10351,3.6,2.6,4.1,2.3,3.2,Work is okay but growth opportunities are limited.
E10352,5.0,3.3,4.2,4.6,4.6,Management is supportive and career growth is clear.
E10353,3.8,2.6,3.8,2.8,3.5,"Job is fine, but looking to grow further."
E10354,5.0,2.5,4.1,3.8,4.0,Compensation is competitive and I feel valued.
E10355,4.6,2.0,4.3,3.3,3.5,"Job is fine, but looking to grow further."
E10356,3.7,2.5,3.3,2.8,3.0,Work is okay but growth opportunities are limited.
E10357,3.2,2.7,3.3,4.5,3.5,Salary is decent but bonuses could be better.
E10358,4.4,3.2,3.2,3.8,3.7,Reasonable work-life balance most of the time.
E10359,3.5,2.9,2.9,3.2,3.1,Some processes feel outdated but the team is good.
E10360,4.4,2.6,3.9,3.6,3.7,Some processes feel outdated but the team is good.
E10361,4.6,3.6,3.2,3.4,3.7,Reasonable work-life balance most of the time.
E10362,4.8,3.1,3.4,4.2,3.7,Salary is decent but bonuses could be better.
E10363,4.4,3.1,3.7,3.3,3.8,Feel recognised for my contributions regularly.
E10364,3.6,4.5,3.0,3.3,3.4,Workload is sometimes heavy but manageable.
E10365,4.4,3.5,2.7,3.3,3.6,"Job is fine, but looking to grow further."
E10366,4.4,3.0,3.3,3.0,3.4,Work is okay but growth opportunities are limited.
E10367,3.4,2.4,2.8,3.7,3.2,Reasonable work-life balance most of the time.
E10368,4.5,2.7,3.1,3.7,3.6,Work is okay but growth opportunities are limited.
E10369,5.0,2.5,4.2,3.5,4.0,Excellent team culture and flexible hours.
E10370,5.0,2.3,4.0,4.0,4.2,Strong leadership and clear direction from management.
E10371,5.0,3.0,3.8,4.5,4.4,Feel recognised for my contributions regularly.
E10372,4.3,3.0,3.3,4.6,3.8,Management is supportive and career growth is clear.
E10373,5.0,2.6,3.6,3.7,3.8,Strong leadership and clear direction from management.
E10374,5.0,3.5,3.6,4.2,4.1,Strong leadership and clear direction from management.
E10375,4.9,3.1,3.6,4.1,4.1,Management is supportive and career growth is clear.
E10376,4.5,1.8,3.0,3.9,3.8,"Very happy with my role, learning a lot every day."
E10377,5.0,3.0,3.6,4.4,4.5,"Very happy with my role, learning a lot every day."
E10378,4.7,1.9,4.3,3.2,3.7,Reasonable work-life balance most of the time.
E10379,4.6,2.8,3.5,4.7,3.8,Strong leadership and clear direction from management.
E10380,3.3,1.7,2.6,2.6,2.6,Very little recognition for the amount of work done.
E10381,5.0,1.9,4.1,2.8,3.6,"Job is fine, but looking to grow further."
E10382,2.8,3.4,2.2,3.6,3.0,Management communication can improve significantly.
E10383,4.3,3.2,3.6,4.5,3.8,Excellent team culture and flexible hours.
E10384,4.2,3.4,3.5,4.2,3.7,Reasonable work-life balance most of the time.
E10385,3.6,3.5,3.4,3.3,3.6,Reasonable work-life balance most of the time.
E10386,5.0,1.8,3.8,3.9,3.9,Compensation is competitive and I feel valued.
E10387,3.2,2.7,2.9,3.5,3.0,"Job is fine, but looking to grow further."
E10388,4.5,2.5,3.9,3.2,3.6,Reasonable work-life balance most of the time.
E10389,4.2,2.9,3.9,3.6,3.9,Great work environment with strong mentorship.
E10390,5.0,3.9,3.8,3.1,4.0,"Very happy with my role, learning a lot every day."
E10391,4.7,2.7,3.5,3.5,3.8,"Very happy with my role, learning a lot every day."
E10392,3.7,2.8,3.9,2.5,3.3,Workload is sometimes heavy but manageable.
E10393,2.9,4.0,3.3,3.8,3.7,Reasonable work-life balance most of the time.
E10394,4.8,3.4,3.3,3.9,3.9,Strong leadership and clear direction from management.
E10395,3.4,2.2,3.7,3.0,3.1,Could use more clarity on promotion criteria.
E10396,4.2,2.5,2.7,3.3,3.2,Could use more clarity on promotion criteria.
E10397,5.0,2.4,4.1,4.5,4.2,Work-life balance is great and the team is collaborative.
E10398,4.3,3.0,3.8,3.4,3.6,Workload is sometimes heavy but manageable.
E10399,4.8,3.3,3.6,3.3,3.7,Could use more clarity on promotion criteria.
E10400,3.6,3.2,2.8,4.3,3.5,Management communication can improve significantly.
E10401,5.0,2.3,4.5,4.0,4.0,Management is supportive and career growth is clear.
E10402,2.6,3.2,2.3,2.3,2.6,Actively considering other opportunities outside.
E10403,4.0,3.4,3.8,2.6,3.5,Some processes feel outdated but the team is good.
E10404,5.0,2.9,3.9,4.9,4.3,Management is supportive and career growth is clear.
E10405,4.3,2.4,2.8,4.0,3.5,Workload is sometimes heavy but manageable.
E10406,4.3,2.9,3.2,3.7,3.7,"Job is fine, but looking to grow further."
E10407,3.7,2.7,3.5,3.3,3.5,Workload is sometimes heavy but manageable.
E10408,4.6,2.7,3.5,4.1,3.9,Excellent team culture and flexible hours.
E10409,3.5,2.0,3.1,2.9,2.7,Management does not listen to employee feedback.
E10410,5.0,2.0,4.3,5.0,4.3,Great work environment with strong mentorship.
E10411,4.7,2.9,4.2,3.9,3.7,Work is okay but growth opportunities are limited.
E10412,4.6,1.9,3.4,3.4,3.5,Workload is sometimes heavy but manageable.
E10413,2.7,2.5,3.1,3.0,2.6,Leadership is disconnected from ground-level teams.
E10414,4.1,3.3,3.6,3.8,4.0,Management is supportive and career growth is clear.
E10415,4.6,2.3,3.7,3.8,3.9,Work-life balance is great and the team is collaborative.
E10416,4.3,2.3,3.6,3.1,3.2,Reasonable work-life balance most of the time.
E10417,3.7,2.2,3.6,3.7,3.5,Workload is sometimes heavy but manageable.
E10418,4.0,2.3,3.8,2.6,3.3,Reasonable work-life balance most of the time.
E10419,4.6,3.0,3.5,3.5,3.8,Work-life balance is great and the team is collaborative.
E10420,4.8,3.2,3.5,4.3,4.0,Feel recognised for my contributions regularly.
E10421,4.6,3.3,4.1,4.5,4.4,Excellent team culture and flexible hours.
E10422,4.8,3.1,4.0,3.8,4.3,Compensation is competitive and I feel valued.
E10423,4.2,2.9,3.2,4.4,4.0,Great work environment with strong mentorship.
E10424,4.4,2.8,4.2,3.0,3.7,Salary is decent but bonuses could be better.
E10425,5.0,2.7,3.9,4.3,4.3,Feel recognised for my contributions regularly.
E10426,3.2,3.2,3.1,3.6,3.4,Workload is sometimes heavy but manageable.
E10427,4.5,3.3,3.4,3.8,3.8,Compensation is competitive and I feel valued.
E10428,4.7,2.5,3.4,4.5,3.8,Work-life balance is great and the team is collaborative.
E10429,3.8,2.6,2.9,3.9,3.2,Work is okay but growth opportunities are limited.
E10430,3.9,3.8,4.0,4.8,4.1,Excellent team culture and flexible hours.
E10431,4.4,2.6,4.0,4.6,3.9,Management is supportive and career growth is clear.
E10432,2.5,2.8,2.2,3.4,2.9,Could use more clarity on promotion criteria.
E10433,3.6,3.6,3.2,3.5,3.4,Management communication can improve significantly.
E10434,4.5,1.8,4.2,4.0,3.6,Could use more clarity on promotion criteria.
E10435,5.0,2.9,4.0,3.6,4.1,Strong leadership and clear direction from management.
E10436,5.0,3.0,3.4,4.1,3.9,Work-life balance is great and the team is collaborative.
E10437,5.0,2.9,3.6,4.3,4.3,Feel recognised for my contributions regularly.
E10438,4.4,2.5,3.6,2.7,3.2,Could use more clarity on promotion criteria.
E10439,4.2,2.8,3.2,3.9,3.7,Management communication can improve significantly.
E10440,5.0,3.0,4.2,4.8,4.2,Work-life balance is great and the team is collaborative.
E10441,5.0,2.8,4.7,4.1,4.2,Work-life balance is great and the team is collaborative.
E10442,3.9,2.4,3.4,3.2,3.4,"Job is fine, but looking to grow further."
E10443,3.5,3.2,3.9,2.8,3.4,Workload is sometimes heavy but manageable.
E10444,2.9,3.0,2.5,3.3,2.9,"Job is fine, but looking to grow further."
E10445,4.3,2.8,4.2,3.4,3.6,Could use more clarity on promotion criteria.
E10446,2.6,2.7,3.0,2.9,2.8,Workload is sometimes heavy but manageable.
E10447,5.0,2.6,3.6,3.9,3.8,"Very happy with my role, learning a lot every day."
E10448,3.4,3.2,3.0,2.8,3.2,Could use more clarity on promotion criteria.
E10449,3.3,3.3,2.3,2.8,2.9,Salary is decent but bonuses could be better.
E10450,5.0,2.6,4.7,4.0,4.3,"Very happy with my role, learning a lot every day."
E10451,4.8,3.2,3.4,4.4,4.0,Excellent team culture and flexible hours.
E10452,4.6,3.1,3.8,3.8,4.0,"Very happy with my role, learning a lot every day."
E10453,4.6,3.1,4.2,3.9,4.0,Strong leadership and clear direction from management.
E10454,3.4,2.1,2.9,2.5,2.9,Some processes feel outdated but the team is good.
E10455,5.0,2.9,3.8,4.3,4.3,Management is supportive and career growth is clear.
E10456,4.5,2.9,4.1,2.9,3.6,Management communication can improve significantly.
E10457,4.6,2.3,4.3,3.7,3.9,Compensation is competitive and I feel valued.
E10458,2.2,3.0,3.0,3.3,2.3,"Burnout is real, work-life balance is poor."
E10459,4.5,2.9,4.1,4.2,4.2,Feel recognised for my contributions regularly.
E10460,4.6,2.7,3.5,3.7,3.8,Compensation is competitive and I feel valued.
E10461,5.0,3.0,4.4,4.2,4.2,Excellent team culture and flexible hours.
E10462,4.4,3.8,3.9,4.1,4.2,Management is supportive and career growth is clear.
E10463,4.6,3.4,3.4,3.8,3.7,Reasonable work-life balance most of the time.
E10464,4.2,3.3,4.0,2.4,3.8,Feel recognised for my contributions regularly.
E10465,3.9,2.5,3.3,2.9,3.4,Some processes feel outdated but the team is good.
E10466,4.3,3.5,3.2,3.1,3.6,Could use more clarity on promotion criteria.
E10467,4.4,2.0,3.4,4.1,3.7,Reasonable work-life balance most of the time.
E10468,4.6,2.6,4.0,4.8,4.3,Great work environment with strong mentorship.
E10469,3.0,2.2,3.3,3.3,3.1,Workload is sometimes heavy but manageable.
E10470,1.9,2.2,2.6,3.0,2.3,Very little recognition for the amount of work done.
E10471,2.8,3.0,2.8,3.3,2.8,Reasonable work-life balance most of the time.
E10472,3.7,2.1,3.2,2.9,2.7,Feeling undervalued and underpaid compared to market.
E10473,4.9,2.6,4.5,3.8,4.0,Feel recognised for my contributions regularly.
E10474,3.5,2.7,3.1,3.1,3.3,Could use more clarity on promotion criteria.
E10475,4.7,3.2,4.0,3.8,4.0,Great work environment with strong mentorship.
E10476,3.9,1.9,4.0,3.3,3.4,Some processes feel outdated but the team is good.
E10477,3.4,3.2,2.4,3.8,3.0,"Job is fine, but looking to grow further."
E10478,4.5,2.8,3.7,4.8,3.8,Feel recognised for my contributions regularly.
E10479,2.6,2.7,2.4,2.8,2.4,Very little recognition for the amount of work done.
E10480,4.2,3.3,3.6,3.3,3.6,Workload is sometimes heavy but manageable.
E10481,4.6,3.3,3.2,3.5,3.7,Could use more clarity on promotion criteria.
E10482,4.3,3.0,3.8,3.0,3.7,Workload is sometimes heavy but manageable.
E10483,4.2,2.6,3.5,3.0,3.3,"Job is fine, but looking to grow further."
E10484,4.7,3.0,3.6,4.3,4.2,Feel recognised for my contributions regularly.
E10485,4.6,2.8,3.8,4.4,4.1,Work-life balance is great and the team is collaborative.
E10486,4.2,2.4,2.9,3.1,3.4,Work is okay but growth opportunities are limited.
E10487,3.1,3.3,3.0,4.1,3.3,Reasonable work-life balance most of the time.
E10488,2.7,2.9,3.0,3.3,2.9,Some processes feel outdated but the team is good.
E10489,4.0,2.2,2.8,3.3,3.3,Reasonable work-life balance most of the time.
E10490,3.3,2.5,2.4,3.4,2.8,Management communication can improve significantly.
E10491,4.4,3.4,2.5,3.6,3.6,Could use more clarity on promotion criteria.
E10492,2.9,3.5,3.5,3.4,3.3,Management communication can improve significantly.
E10493,2.6,2.2,3.0,3.6,2.9,Work is okay but growth opportunities are limited.
E10494,4.8,2.0,4.0,3.8,3.9,Feel recognised for my contributions regularly.
E10495,4.7,3.7,2.6,3.4,3.8,Great work environment with strong mentorship.
E10496,4.8,2.2,3.8,3.7,3.8,Management is supportive and career growth is clear.
E10497,4.3,2.5,3.2,2.8,3.7,Reasonable work-life balance most of the time.
E10498,5.0,3.1,3.8,3.7,4.0,Compensation is competitive and I feel valued.
E10499,3.2,2.4,3.4,2.8,2.8,Could use more clarity on promotion criteria.
E10500,2.7,3.4,2.4,2.5,2.7,Management does not listen to employee feedback.
E10501,4.0,3.1,3.3,3.1,3.4,Work is okay but growth opportunities are limited.
E10502,3.1,3.5,2.6,3.7,3.2,"Job is fine, but looking to grow further."
E10503,4.0,1.8,3.7,3.0,3.2,Reasonable work-life balance most of the time.
E10504,5.0,3.0,3.5,4.0,3.8,Strong leadership and clear direction from management.
E10505,4.7,3.1,3.9,4.4,4.1,Excellent team culture and flexible hours.
E10506,5.0,2.8,3.6,4.5,4.3,Work-life balance is great and the team is collaborative.
E10507,2.9,2.3,2.3,3.0,2.3,Compensation is well below market rate for my role.
E10508,5.0,2.5,4.5,4.0,4.1,Strong leadership and clear direction from management.
E10509,4.2,2.7,3.3,3.4,3.8,Feel recognised for my contributions regularly.
E10510,4.3,2.8,3.7,3.3,3.6,"Job is fine, but looking to grow further."
E10511,3.7,3.7,2.4,4.0,3.3,Reasonable work-life balance most of the time.
E10512,4.5,2.7,3.4,2.8,3.3,"Job is fine, but looking to grow further."
E10513,3.9,2.5,4.0,2.5,3.2,Salary is decent but bonuses could be better.
E10514,3.0,2.9,3.5,3.9,3.3,Could use more clarity on promotion criteria.
E10515,5.0,2.2,4.6,5.0,4.4,Great work environment with strong mentorship.
E10516,5.0,2.8,4.6,4.7,4.3,Great work environment with strong mentorship.
E10517,3.9,2.7,3.2,4.0,3.6,Some processes feel outdated but the team is good.
E10518,3.1,3.2,2.5,2.8,2.9,Workload is sometimes heavy but manageable.
E10519,4.0,2.2,3.1,3.3,3.6,Salary is decent but bonuses could be better.
E10520,5.0,2.8,4.3,5.0,4.5,Great work environment with strong mentorship.
E10521,4.4,3.6,3.2,3.9,4.0,Great work environment with strong mentorship.
E10522,4.0,3.8,3.1,3.9,3.8,Excellent team culture and flexible hours.
E10523,2.4,3.2,2.4,3.0,2.7,"Burnout is real, work-life balance is poor."
E10524,2.7,3.6,2.4,3.5,2.8,Work is okay but growth opportunities are limited.
E10525,5.0,2.8,4.3,4.2,3.9,Compensation is competitive and I feel valued.
E10526,4.6,2.9,3.7,3.6,4.0,Excellent team culture and flexible hours.
E10527,3.8,2.9,3.5,3.4,3.3,Management communication can improve significantly.
E10528,4.6,3.3,3.6,3.1,3.5,Could use more clarity on promotion criteria.
E10529,4.7,2.7,4.6,3.7,4.0,Management is supportive and career growth is clear.
E10530,4.1,3.0,3.6,4.1,3.9,Excellent team culture and flexible hours.
E10531,4.2,2.2,3.1,3.3,3.3,Could use more clarity on promotion criteria.
E10532,4.0,1.9,3.6,2.3,3.3,"Job is fine, but looking to grow further."
E10533,2.3,3.1,2.3,2.8,2.7,Compensation is well below market rate for my role.
E10534,4.2,3.4,3.2,3.9,3.7,Management communication can improve significantly.
E10535,3.6,3.0,3.3,3.9,3.5,Salary is decent but bonuses could be better.
E10536,3.0,2.9,2.7,3.1,3.1,Management communication can improve significantly.
E10537,4.8,3.1,4.2,3.6,4.0,"Very happy with my role, learning a lot every day."
E10538,4.3,2.4,3.1,4.1,3.4,Salary is decent but bonuses could be better.
E10539,3.2,3.0,3.1,3.2,3.1,Work is okay but growth opportunities are limited.
E10540,5.0,2.3,4.8,4.5,4.2,"Very happy with my role, learning a lot every day."
E10541,4.1,2.4,3.7,3.4,3.5,Reasonable work-life balance most of the time.
E10542,5.0,2.9,4.0,4.5,4.2,Feel recognised for my contributions regularly.
E10543,4.8,2.1,3.8,3.2,3.7,Workload is sometimes heavy but manageable.
E10544,4.4,2.2,3.7,3.2,3.4,Salary is decent but bonuses could be better.
E10545,3.5,2.6,3.1,3.5,3.1,Workload is sometimes heavy but manageable.
E10546,4.9,2.1,3.9,3.9,3.7,Salary is decent but bonuses could be better.
E10547,4.3,3.5,3.7,4.4,4.0,"Very happy with my role, learning a lot every day."
E10548,4.2,2.3,3.0,3.2,3.0,Salary is decent but bonuses could be better.
E10549,4.0,3.5,3.5,3.9,3.5,Work is okay but growth opportunities are limited.
E10550,4.3,2.6,3.8,3.6,3.8,Strong leadership and clear direction from management.
E10551,3.4,2.9,3.1,3.5,3.4,Reasonable work-life balance most of the time.
E10552,3.8,3.5,3.6,4.3,3.8,Strong leadership and clear direction from management.
E10553,4.8,3.0,3.5,3.3,3.7,Salary is decent but bonuses could be better.
E10554,4.2,3.2,4.2,3.5,3.9,Strong leadership and clear direction from management.
E10555,4.9,2.3,3.5,3.3,3.6,Work is okay but growth opportunities are limited.
E10556,4.5,3.4,3.7,3.8,3.8,Feel recognised for my contributions regularly.
E10557,5.0,2.7,3.2,4.6,4.0,Work-life balance is great and the team is collaborative.
E10558,4.4,2.4,3.7,3.6,3.7,Salary is decent but bonuses could be better.
E10559,4.8,3.6,3.7,3.1,4.0,Feel recognised for my contributions regularly.
E10560,4.1,3.9,3.9,3.1,3.7,Some processes feel outdated but the team is good.
E10561,4.6,2.6,3.5,3.7,4.2,Work-life balance is great and the team is collaborative.
E10562,3.8,4.0,3.0,4.1,3.7,Management communication can improve significantly.
E10563,3.8,2.8,3.5,4.5,3.6,Reasonable work-life balance most of the time.
E10564,4.6,2.8,4.4,4.0,4.5,Compensation is competitive and I feel valued.
E10565,3.2,3.2,2.7,3.8,3.3,"Job is fine, but looking to grow further."
E10566,5.0,3.0,3.4,4.6,4.2,Work-life balance is great and the team is collaborative.
E10567,4.7,2.6,3.4,3.5,3.7,Could use more clarity on promotion criteria.
E10568,4.3,2.2,3.4,3.3,3.1,Reasonable work-life balance most of the time.
E10569,3.5,2.5,2.6,2.5,2.7,Actively considering other opportunities outside.
E10570,3.7,3.0,3.1,3.9,3.5,Some processes feel outdated but the team is good.
E10571,4.0,3.1,3.9,3.4,3.7,Workload is sometimes heavy but manageable.
E10572,5.0,3.2,3.4,4.8,4.1,Management is supportive and career growth is clear.
E10573,4.7,3.1,3.4,3.7,3.8,"Very happy with my role, learning a lot every day."
E10574,5.0,3.0,3.9,4.3,4.2,Work-life balance is great and the team is collaborative.
E10575,5.0,2.8,4.2,4.7,4.3,Excellent team culture and flexible hours.
E10576,4.2,2.4,3.8,3.1,3.7,Could use more clarity on promotion criteria.
E10577,4.0,3.0,2.4,4.5,3.6,Reasonable work-life balance most of the time.
E10578,3.5,3.0,3.4,3.0,3.2,Some processes feel outdated but the team is good.
E10579,4.0,3.9,3.5,3.4,3.6,Work is okay but growth opportunities are limited.
E10580,2.6,3.0,2.4,3.2,2.6,Leadership is disconnected from ground-level teams.
E10581,5.0,2.3,3.7,3.3,3.4,Some processes feel outdated but the team is good.
E10582,4.5,2.4,3.6,3.0,3.5,Management communication can improve significantly.
E10583,4.2,3.1,3.8,3.9,4.0,Work-life balance is great and the team is collaborative.
E10584,4.4,2.5,3.6,3.3,3.6,Workload is sometimes heavy but manageable.
